RetractionYear,Reason,count
2017,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Investigation by Journal/Publisher;+Investigation by ORI;+Misconduct - Official Investigation/Finding;+Misconduct by Author;,1
2017,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Investigation by ORI;+Manipulation of Images;+Misconduct - Official Investigation/Finding;+Misconduct by Author;+Results Not Reproducible;+Unreliable Image;+Unreliable Results;+Upgrade/Update of Prior Notice;,1
2017,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Manipulation of Images;+Misconduct - Official Investigation/Finding;,1
2017,+Falsification/Fabrication of Data;+Investigation by ORI;+Misconduct - Official Investigation/Finding;+Misconduct by Author;,1
2017,+Falsification/Fabrication of Image;+Investigation by Company/Institution;+Investigation by Journal/Publisher;+Misconduct - Official Investigation/Finding;+Misconduct by Author;,1
2017,+Falsification/Fabrication of Image;+Plagiarism of Image;,1
2017,+Informed/Patient Consent - None/Withdrawn;,1
2017,+Informed/Patient Consent - None/Withdrawn;+Lack of IRB/IACUC Approval;,1
2017,+Informed/Patient Consent - None/Withdrawn;+Removed;,1
2017,+Informed/Patient Consent - None/Withdrawn;+Upgrade/Update of Prior Notice;,1
2017,+Investigation by Company/Institution;+Investigation by Journal/Publisher;+Manipulation of Images;+Objections by Third Party;,1
2017,+Investigation by Company/Institution;+Manipulation of Images;,1
2017,+Investigation by Company/Institution;+No Further Action;+Upgrade/Update of Prior Notice;,1
2017,+Investigation by Company/Institution;+Objections by Company/Institution;+Unreliable Data;,1
2017,+Investigation by Journal/Publisher;+Investigation by ORI;+Manipulation of Images;+Misconduct by Author;+Unreliable Data;+Unreliable Image;+Unreliable Results;,1
2017,+Investigation by Journal/Publisher;+Investigation by Third Party;+Misconduct by Author;,1
2017,+Investigation by Journal/Publisher;+Legal Reasons/Legal Threats;,1
2017,+Investigation by Journal/Publisher;+Plagiarism of Article;+Plagiarism of Text;,1
2017,+Investigation by Journal/Publisher;+Plagiarism of Image;+Unreliable Results;,1
2017,+Investigation by Journal/Publisher;+Retract and Replace;+Unreliable Data;,1
2017,+Lack of Approval from Author;,1
2017,+Lack of Approval from Author;+Plagiarism of Article;,1
2017,+Lack of Approval from Author;+Retract and Replace;,1
2017,+Lack of Approval from Company/Institution;+Removed;,1
2017,+Manipulation of Images;+Notice - Lack of;,1
2017,+Notice - Lack of;,1
2017,+Notice - Lack of;+Removed;,1
2017,+Notice - Limited or No Information;+Plagiarism of Text;+Retract and Replace;,1
2017,+Notice - Unable to Access via current resources;+Updated to Retraction;,1
2017,+Plagiarism of Article;+Plagiarism of Data;,1
2017,+Plagiarism of Article;+Removed;,1
2017,+Plagiarism of Article;+Taken via Peer Review;,1
2017,+Plagiarism of Data;+Plagiarism of Text;,1
2017,+Results Not Reproducible;+Unreliable Results;,1
2017,+Retract and Replace;+Withdrawn (out of date);,1
2017,+Unreliable Image;,1
2017,+Withdrawn to Publish in Different Journal;,1
2018,+Duplication of Article;,155
2018,+Euphemisms for Plagiarism;+Plagiarism of Text;,82
2018,+Error in Text;+Retract and Replace;,39
2018,+Plagiarism of Article;,38
2018,+Euphemisms for Plagiarism;+Plagiarism of Article;,32
2018,+Duplicate Publication through Error by Journal/Publisher;,31
2018,+Concerns/Issues about Third Party Involvement;+Conflict of Interest;,27
2018,+Date of Retraction/Other Unknown;+Notice - Limited or No Information;+Removed;,22
2018,+Notice - Limited or No Information;,21
2018,+Fake Peer Review;+Investigation by Journal/Publisher;,19
2018,+Concerns/Issues About Data;+Investigation by Company/Institution;+Misconduct - Official Investigation/Finding;+Updated to Retraction;,18
2018,+Error in Results and/or Conclusions;+Error in Text;+Retract and Replace;,18
2018,+Euphemisms for Plagiarism;+Plagiarism of Text;+Taken from Dissertation/Thesis;,18
2018,+Conflict of Interest;,16
2018,+Error in Results and/or Conclusions;+Error in Text;,16
2018,+Error in Analyses;+Error in Results and/or Conclusions;,15
2018,+Concerns/Issues About Authorship/Affiliation;,13
2018,+Error in Text;,13
2018,+Fake Peer Review;,13
2018,+Falsification/Fabrication of Image;+Investigation by Company/Institution;+Misconduct - Official Investigation/Finding;+Misconduct by Author;,13
2018,+Duplication of Article;+Investigation by Journal/Publisher;,12
2018,+Notice - Limited or No Information;+Removed;,12
2018,+Duplication of Image;,11
2018,+Error in Analyses;+Error in Data;+Error in Results and/or Conclusions;,11
2018,+Error in Image;,11
2018,+Concerns/Issues About Results;+Error in Data;+Investigation by Journal/Publisher;,10
2018,+Concerns/Issues about Referencing/Attributions;+Date of Retraction/Other Unknown;+Investigation by Journal/Publisher;,10
2018,+Withdrawn (out of date);,10
2018,+Concerns/Issues About Data;+Concerns/Issues About Results;+Duplication of Image;+Investigation by Journal/Publisher;+Manipulation of Images;+Objections by Third Party;,9
2018,+Author Unresponsive;+Duplication of Article;,8
2018,+Concerns/Issues About Data;+Duplication of Image;+Investigation by Journal/Publisher;+Original Data not Provided;,8
2018,+Concerns/Issues about Referencing/Attributions;+Date of Retraction/Other Unknown;+Euphemisms for Plagiarism;+Investigation by Journal/Publisher;+Plagiarism of Text;,8
2018,+Concerns/Issues About Authorship/Affiliation;+Concerns/Issues about Third Party Involvement;+Duplication of Article;,7
2018,+Copyright Claims;,7
2018,+Copyright Claims;+Lack of Approval from Third Party;,7
2018,+Date of Retraction/Other Unknown;+Error by Journal/Publisher;+Retract and Replace;+Temporary Removal;+Removed;,7
2018,+Date of Retraction/Other Unknown;+Notice - Limited or No Information;,7
2018,+Duplication of Data;,7
2018,+Error in Data;+Error in Methods;+Lack of Approval from Company/Institution;+Unreliable Results;,7
2018,+Error in Data;+Error in Results and/or Conclusions;+Retract and Replace;,7
2018,+Retract and Replace;+Withdrawn (out of date);,7
2018,+Concerns/Issues About Data;+Concerns/Issues About Results;,6
2018,+Concerns/Issues About Data;+Concerns/Issues About Results;+Duplication of Image;,6
2018,+Concerns/Issues About Data;+Concerns/Issues About Results;+Updated to Retraction;,6
2018,+Concerns/Issues About Data;+Duplication of Image;,6
2018,+Concerns/Issues about Referencing/Attributions;,6
2018,+Duplication of Article;+Investigation by Company/Institution;+Misconduct - Official Investigation/Finding;+Misconduct by Author;,6
2018,+Duplication of Text;,6
2018,+Error by Journal/Publisher;,6
2018,+Error in Analyses;+Error in Methods;+Error in Results and/or Conclusions;,6
2018,+Error in Image;+Updated to Retraction;,6
2018,+Error in Text;+Updated to Retraction;,6
2018,+Investigation by Company/Institution;+Investigation by Journal/Publisher;+Misconduct - Official Investigation/Finding;+Misconduct by Author;+Unreliable Data;+Unreliable Results;+Upgrade/Update of Prior Notice;,6
2018,+Concerns/Issues About Data;,5
2018,+Concerns/Issues About Data;+Fake Peer Review;+Objections by Author(s);+Upgrade/Update of Prior Notice;,5
2018,+Concerns/Issues About Data;+Investigation by Company/Institution;+Misconduct - Official Investigation/Finding;+Updated to Retraction;+Upgrade/Update of Prior Notice;,5
2018,+Duplication of Image;+Error in Image;,5
2018,+Duplication of Image;+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Manipulation of Images;+Misconduct - Official Investigation/Finding;+Misconduct by Author;,5
2018,+Error by Journal/Publisher;+Error in Text;+Updated to Retraction;,5
2018,+Error in Data;+Error in Results and/or Conclusions;,5
2018,+Error in Image;+Investigation by Journal/Publisher;,5
2018,+Lack of Approval from Author;,5
2018,+Concerns/Issues About Authorship/Affiliation;+Concerns/Issues About Data;+Duplication of Article;,4
2018,+Concerns/Issues About Data;+Concerns/Issues About Image;,4
2018,+Concerns/Issues About Data;+Concerns/Issues About Image;+Duplication of Image;+Investigation by Company/Institution;+Investigation by Journal/Publisher;+Upgrade/Update of Prior Notice;,4
2018,+Concerns/Issues About Data;+Concerns/Issues About Image;+Investigation by Company/Institution;,4
2018,+Concerns/Issues About Data;+Investigation by Company/Institution;+Unreliable Data;+Unreliable Results;+Upgrade/Update of Prior Notice;,4
2018,+Concerns/Issues About Data;+Investigation by Company/Institution;+Updated to Correction;,4
2018,+Concerns/Issues About Data;+Investigation by Journal/Publisher;+Updated to Retraction;,4
2018,+Concerns/Issues about Third Party Involvement;,4
2018,+Copyright Claims;+Lack of Approval from Company/Institution;,4
2018,+Date of Retraction/Other Unknown;+Duplication of Article;,4
2018,+Duplication of Article;+Euphemisms for Duplication;,4
2018,+Duplication of Image;+Manipulation of Images;+Original Data not Provided;,4
2018,+Duplication of Image;+Manipulation of Images;+Unreliable Data;,4
2018,+Error in Analyses;+Error in Methods;+Error in Results and/or Conclusions;+Retract and Replace;,4
2018,+Error in Analyses;+Error in Methods;+Results Not Reproducible;,4
2018,+Error in Analyses;+Error in Methods;+Unreliable Results;,4
2018,+Error in Analyses;+Updated to Retraction;,4
2018,+Euphemisms for Plagiarism;+Investigation by Journal/Publisher;+Plagiarism of Data;,4
2018,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Investigation by Third Party;+Lack of IRB/IACUC Approval;+Misconduct - Official Investigation/Finding;+Misconduct by Author;,4
2018,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Misconduct - Official Investigation/Finding;+Misconduct by Author;,4
2018,+Falsification/Fabrication of Data;+Investigation by Journal/Publisher;,4
2018,+Investigation by Company/Institution;+Manipulation of Images;+Misconduct - Official Investigation/Finding;+Misconduct by Author;,4
2018,+Not Presented at Conference;,4
2018,+Plagiarism of Text;,4
2018,+Temporary Removal;,4
2018,+Unreliable Data;,4
2018,+Breach of Policy by Author;+Concerns/Issues About Authorship/Affiliation;+Investigation by Journal/Publisher;,3
2018,+Breach of Policy by Author;+Copyright Claims;+Plagiarism of Article;,3
2018,+Concerns/Issues About Authorship/Affiliation;+Concerns/Issues About Data;+Fake Peer Review;+Objections by Author(s);,3
2018,+Concerns/Issues About Authorship/Affiliation;+Duplication of Article;+Fake Peer Review;+Objections by Author(s);+Plagiarism of Article;,3
2018,+Concerns/Issues About Authorship/Affiliation;+Retract and Replace;,3
2018,+Concerns/Issues About Authorship/Affiliation;+Upgrade/Update of Prior Notice;,3
2018,+Concerns/Issues About Data;+Concerns/Issues About Results;+Concerns/Issues about Third Party Involvement;+Conflict of Interest;+Investigation by Company/Institution;+Investigation by Journal/Publisher;+Objections by Third Party;+Updated to Correction;,3
2018,+Concerns/Issues About Data;+Concerns/Issues About Results;+Duplication of Image;+Investigation by Company/Institution;+Investigation by Journal/Publisher;+Updated to Retraction;,3
2018,+Concerns/Issues About Data;+Concerns/Issues About Results;+Investigation by Journal/Publisher;+Updated to Retraction;,3
2018,+Concerns/Issues About Data;+Duplication of Image;+Investigation by Company/Institution;+Investigation by Journal/Publisher;+Original Data not Provided;,3
2018,+Concerns/Issues About Data;+Falsification/Fabrication of Image;+Original Data not Provided;,3
2018,+Concerns/Issues About Data;+Investigation by Company/Institution;+Investigation by Journal/Publisher;,3
2018,+Concerns/Issues About Data;+Updated to Retraction;,3
2018,+Date of Retraction/Other Unknown;+Error in Analyses;,3
2018,+Date of Retraction/Other Unknown;+Notice - Lack of;+Temporary Removal;+Updated to Correction;,3
2018,+Date of Retraction/Other Unknown;+Notice - Unable to Access via current resources;,3
2018,+Duplication of Article;+Plagiarism of Article;,3
2018,+Duplication of Data;+Investigation by Company/Institution;+Misconduct - Official Investigation/Finding;+Misconduct by Author;,3
2018,+Duplication of Image;+Unreliable Data;,3
2018,+Error in Analyses;+Error in Data;,3
2018,+Error in Analyses;+Error in Results and/or Conclusions;+Retract and Replace;,3
2018,+Error in Data;,3
2018,+Error in Data;+Error in Methods;+Error in Results and/or Conclusions;,3
2018,+Error in Image;+Upgrade/Update of Prior Notice;,3
2018,+Error in Methods;,3
2018,+Error in Methods;+Error in Results and/or Conclusions;,3
2018,+Error in Methods;+Results Not Reproducible;,3
2018,+Error in Text;+Ethical Violations by Author;+Objections by Third Party;,3
2018,+Error in Text;+Ethical Violations by Author;+Objections by Third Party;+Retract and Replace;+Upgrade/Update of Prior Notice;,3
2018,+Euphemisms for Plagiarism;+Objections by Author(s);+Plagiarism of Article;,3
2018,+False/Forged Authorship;,3
2018,+Informed/Patient Consent - None/Withdrawn;+Investigation by Company/Institution;+Objections by Author(s);,3
2018,+Informed/Patient Consent - None/Withdrawn;+Removed;,3
2018,+Investigation by Company/Institution;+Investigation by Journal/Publisher;+Manipulation of Images;,3
2018,+Investigation by Company/Institution;+Investigation by Third Party;+Lack of IRB/IACUC Approval;+Misconduct - Official Investigation/Finding;+Misconduct by Author;,3
2018,+Investigation by Journal/Publisher;+Plagiarism of Article;,3
2018,+Lack of IRB/IACUC Approval;,3
2018,+Manipulation of Images;+Unreliable Data;+Unreliable Image;+Unreliable Results;,3
2018,+Manipulation of Images;+Unreliable Data;+Unreliable Results;,3
2018,+Notice - Unable to Access via current resources;,3
2018,+Plagiarism of Article;+Taken from Dissertation/Thesis;,3
2018,+Results Not Reproducible;+Unreliable Data;,3
2018,+Author Unresponsive;+Concerns/Issues About Data;+Concerns/Issues about Referencing/Attributions;,2
2018,+Breach of Policy by Author;+Plagiarism of Article;,2
2018,+Cites Retracted Work;+Unreliable Results;,2
2018,+Civil Proceedings;+Duplication of Image;+Falsification/Fabrication of Data;+Falsification/Fabrication of Image;+Investigation by Company/Institution;+Investigation by Journal/Publisher;+Misconduct - Official Investigation/Finding;+Misconduct by Author;+Objections by Author(s);,2
2018,+Concerns/Issues About Authorship/Affiliation;+Copyright Claims;+Lack of Approval from Author;+Plagiarism of Article;,2
2018,+Concerns/Issues About Authorship/Affiliation;+Copyright Claims;+Notice - Limited or No Information;+Objections by Author(s);,2
2018,+Concerns/Issues About Authorship/Affiliation;+Duplication of Article;+Objections by Author(s);,2
2018,+Concerns/Issues About Authorship/Affiliation;+Fake Peer Review;+False Affiliation;+Investigation by Journal/Publisher;,2
2018,+Concerns/Issues About Authorship/Affiliation;+Fake Peer Review;+Investigation by Journal/Publisher;,2
2018,+Concerns/Issues About Data;+Concerns/Issues About Image;+Error in Image;+Original Data not Provided;,2
2018,+Concerns/Issues About Data;+Concerns/Issues About Image;+Investigation by Company/Institution;+Investigation by Journal/Publisher;+Updated to Retraction;,2
2018,+Concerns/Issues About Data;+Concerns/Issues About Results;+False/Forged Authorship;+Investigation by Journal/Publisher;+Original Data not Provided;+Unreliable Image;+Unreliable Results;,2
2018,+Concerns/Issues About Data;+Date of Retraction/Other Unknown;+Error in Methods;,2
2018,+Concerns/Issues About Data;+Duplication of Data;+Investigation by Journal/Publisher;+Original Data not Provided;,2
2018,+Concerns/Issues About Data;+Duplication of Image;+Manipulation of Images;+Original Data not Provided;,2
2018,+Concerns/Issues About Data;+Error in Data;+Error in Methods;+Unreliable Results;,2
2018,+Concerns/Issues About Data;+Investigation by Company/Institution;+Manipulation of Images;+Objections by Author(s);+Objections by Third Party;,2
2018,+Concerns/Issues About Data;+Investigation by Company/Institution;+Misconduct - Official Investigation/Finding;,2
2018,+Concerns/Issues About Image;+Duplication of Data;,2
2018,+Concerns/Issues About Image;+Investigation by Company/Institution;+Misconduct - Official Investigation/Finding;+Misconduct by Author;,2
2018,+Concerns/Issues About Image;+Objections by Author(s);+Original Data not Provided;+Unreliable Image;,2
2018,+Concerns/Issues About Image;+Unreliable Data;,2
2018,+Concerns/Issues About Image;+Unreliable Image;,2
2018,+Concerns/Issues About Results;+Duplication of Data;+Duplication of Image;+Investigation by Journal/Publisher;+Objections by Third Party;,2
2018,+Concerns/Issues about Referencing/Attributions;+Date of Retraction/Other Unknown;+Euphemisms for Plagiarism;+Investigation by Journal/Publisher;+Plagiarism of Image;+Plagiarism of Text;,2
2018,+Concerns/Issues about Referencing/Attributions;+Date of Retraction/Other Unknown;+Euphemisms for Plagiarism;+Investigation by Journal/Publisher;+Plagiarism of Text;+Taken via Peer Review;,2
2018,+Concerns/Issues about Referencing/Attributions;+Error in Text;,2
2018,+Concerns/Issues with Peer Review;+Investigation by Journal/Publisher;+Rogue Editor;,2
2018,+Conflict of Interest;+Unreliable Results;,2
2018,+Copyright Claims;+Lack of Approval from Author;,2
2018,+Copyright Claims;+Objections by Company/Institution;+Objections by Third Party;+Removed;,2
2018,+Date of Retraction/Other Unknown;+Duplication of Data;,2
2018,+Date of Retraction/Other Unknown;+Error in Text;+Lack of Approval from Author;+Removed;,2
2018,+Date of Retraction/Other Unknown;+Euphemisms for Plagiarism;+Plagiarism of Article;,2
2018,+Date of Retraction/Other Unknown;+Euphemisms for Plagiarism;+Plagiarism of Article;+Removed;,2
2018,+Date of Retraction/Other Unknown;+Informed/Patient Consent - None/Withdrawn;+Removed;,2
2018,+Date of Retraction/Other Unknown;+Investigation by Third Party;,2
2018,+Date of Retraction/Other Unknown;+Notice - Lack of;,2
2018,+Date of Retraction/Other Unknown;+Notice - Limited or No Information;+Retract and Replace;,2
2018,+Date of Retraction/Other Unknown;+Notice - Limited or No Information;+Retract and Replace;+Temporary Removal;,2
2018,+Date of Retraction/Other Unknown;+Notice - Limited or No Information;+Retract and Replace;+Temporary Removal;+Removed;,2
2018,+Date of Retraction/Other Unknown;+Plagiarism of Article;,2
2018,+Duplicate Publication through Error by Journal/Publisher;+Error in Text;,2
2018,+Duplication of Article;+Fake Peer Review;+Investigation by Journal/Publisher;,2
2018,+Duplication of Article;+False/Forged Authorship;,2
2018,+Duplication of Article;+Investigation by Journal/Publisher;+Plagiarism of Article;,2
2018,+Duplication of Article;+Lack of Approval from Author;,2
2018,+Duplication of Article;+Notice - Lack of;,2
2018,+Duplication of Article;+Removed;,2
2018,+Duplication of Data;+Duplication of Image;+Duplication of Text;,2
2018,+Duplication of Image;+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Investigation by Third Party;+Manipulation of Images;,2
2018,+Duplication of Image;+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Manipulation of Images;+Original Data not Provided;,2
2018,+Duplication of Image;+Falsification/Fabrication of Image;+Investigation by Company/Institution;+Investigation by ORI;+Misconduct - Official Investigation/Finding;+Misconduct by Author;,2
2018,+Duplication of Image;+Investigation by Company/Institution;+Manipulation of Images;,2
2018,+Duplication of Image;+Investigation by Company/Institution;+Misconduct - Official Investigation/Finding;+Misconduct by Author;,2
2018,+Duplication of Image;+Investigation by Journal/Publisher;,2
2018,+Duplication of Image;+Manipulation of Images;,2
2018,+Duplication of Text;+Euphemisms for Duplication;,2
2018,+Error by Journal/Publisher;+Lack of Approval from Author;,2
2018,+Error by Journal/Publisher;+Lack of Approval from Author;+Legal Reasons/Legal Threats;+Removed;,2
2018,+Error by Third Party;+Error in Materials;+Error in Results and/or Conclusions;,2
2018,+Error in Analyses;,2
2018,+Error in Analyses;+Error in Data;+Error in Materials;,2
2018,+Error in Analyses;+Error in Data;+Error in Methods;+Error in Results and/or Conclusions;,2
2018,+Error in Analyses;+Error in Data;+Error in Results and/or Conclusions;+Retract and Replace;,2
2018,+Error in Analyses;+Error in Data;+Unreliable Results;,2
2018,+Error in Analyses;+Error in Data;+Updated to Retraction;,2
2018,+Error in Analyses;+Error in Methods;+Retract and Replace;,2
2018,+Error in Analyses;+Objections by Author(s);+Unreliable Results;,2
2018,+Error in Data;+Investigation by Company/Institution;+Investigation by Third Party;,2
2018,+Error in Data;+Retract and Replace;,2
2018,+Error in Data;+Updated to Retraction;,2
2018,+Error in Methods;+Ethical Violations by Author;,2
2018,+Error in Methods;+False/Forged Authorship;+Unreliable Results;,2
2018,+Ethical Violations by Author;+Lack of Approval from Company/Institution;+Lack of IRB/IACUC Approval;,2
2018,+Euphemisms for Duplication;+Euphemisms for Plagiarism;+Plagiarism of Text;,2
2018,+Euphemisms for Misconduct;+Falsification/Fabrication of Data;,2
2018,+Euphemisms for Plagiarism;+Objections by Third Party;+Plagiarism of Article;,2
2018,+False/Forged Authorship;+Informed/Patient Consent - None/Withdrawn;,2
2018,+False/Forged Authorship;+Lack of Approval from Author;,2
2018,+False/Forged Authorship;+Objections by Author(s);,2
2018,+Falsification/Fabrication of Data;,2
2018,+Falsification/Fabrication of Data;+Falsification/Fabrication of Image;+Investigation by Company/Institution;,2
2018,+Falsification/Fabrication of Data;+Falsification/Fabrication of Image;+Investigation by Company/Institution;+Misconduct - Official Investigation/Finding;+Misconduct by Author;,2
2018,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Investigation by Journal/Publisher;+Manipulation of Images;+Misconduct by Author;+Objections by Author(s);,2
2018,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Investigation by ORI;+Misconduct - Official Investigation/Finding;+Misconduct by Author;,2
2018,+Falsification/Fabrication of Data;+Investigation by Company/Institution;+Investigation by Third Party;+Misconduct - Official Investigation/Finding;+Misconduct by Author;,2
2018,+Falsification/Fabrication of Data;+Unreliable Results;,2
2018,+Falsification/Fabrication of Image;+Investigation by Company/Institution;+Manipulation of Images;+Misconduct - Official Investigation/Finding;+Misconduct by Author;,2
2018,+Falsification/Fabrication of Image;+Investigation by Company/Institution;+Manipulation of Images;+Objections by Third Party;,2
2018,+Falsification/Fabrication of Image;+Investigation by Company/Institution;+Misconduct by Author;+Plagiarism of Article;,2
2018,+Falsification/Fabrication of Image;+Manipulation of Images;,2
2018,+Informed/Patient Consent - None/Withdrawn;+Investigation by Company/Institution;,2
2018,+Investigation by Company/Institution;+Manipulation of Images;+Original Data not Provided;,2
2018,+Investigation by Company/Institution;+Manipulation of Images;+Original Data not Provided;+Unreliable Results;,2
2018,+Investigation by Journal/Publisher;+Retract and Replace;+Unreliable Data;,2
2018,+Investigation by Journal/Publisher;+Unreliable Data;+Withdrawn (out of date);,2
2018,+Misconduct by Author;+Notice - Limited or No Information;,2
2018,+Notice - Lack of;,2
2018,+Objections by Third Party;,2
2018,+Plagiarism of Article;+Plagiarism of Image;,2
2018,+Results Not Reproducible;,2
2018,+Retract and Replace;,2
2018,+Unreliable Data;+Unreliable Image;+Unreliable Results;,2
2018,+Unreliable Results;,2
2018,+Author Unresponsive;+Civil Proceedings;+Concerns/Issues About Authorship/Affiliation;+Legal Reasons/Legal Threats;+Upgrade/Update of Prior Notice;,1
2018,+Author Unresponsive;+Concerns/Issues About Authorship/Affiliation;+Concerns/Issues About Data;,1
2018,+Author Unresponsive;+Concerns/Issues About Authorship/Affiliation;+Concerns/Issues About Data;+Investigation by Company/Institution;+Lack of IRB/IACUC Approval;+Misconduct - Official Investigation/Finding;+Misconduct by Author;,1
2018,+Author Unresponsive;+Concerns/Issues About Data;,1
2018,+Author Unresponsive;+Concerns/Issues About Data;+Concerns/Issues About Results;+Concerns/Issues about Human Subject Welfare;+Conflict of Interest;+Criminal Proceedings;+Error in Methods;+Ethical Violations by Author;+False/Forged Authorship;+Lack of IRB/IACUC Approval;,1
2018,+Author Unresponsive;+Concerns/Issues About Data;+Concerns/Issues About Results;+Error in Data;+Investigation by Journal/Publisher;+Updated to Retraction;,1
2018,+Author Unresponsive;+Concerns/Issues About Data;+Concerns/Issues About Results;+Error in Methods;+Euphemisms for Plagiarism;+Plagiarism of Article;,1
2018,+Author Unresponsive;+Concerns/Issues About Data;+Concerns/Issues About Results;+Investigation by Company/Institution;+Investigation by Third Party;+Misconduct - Official Investigation/Finding;+Misconduct by Author;+Upgrade/Update of Prior Notice;,1
2018,+Author Unresponsive;+Concerns/Issues About Data;+Error in Analyses;+Unreliable Results;,1
2018,+Author Unresponsive;+Concerns/Issues About Data;+Investigation by Company/Institution;+Updated to Retraction;,1
2018,+Author Unresponsive;+Date of Retraction/Other Unknown;,1
2018,+Author Unresponsive;+Date of Retraction/Other Unknown;+Error by Journal/Publisher;,1
2018,+Author Unresponsive;+Duplication of Article;+Plagiarism of Article;,1
2018,+Author Unresponsive;+Duplication of Image;+Investigation by Third Party;+Manipulation of Images;+Paper Mill;,1
2018,+Author Unresponsive;+Falsification/Fabrication of Data;+Investigation by Journal/Publisher;,1
2018,+Author Unresponsive;+Falsification/Fabrication of Image;+Investigation by Company/Institution;+Manipulation of Images;+Misconduct - Official Investigation/Finding;+Misconduct by Author;+Objections by Author(s);,1
2018,+Author Unresponsive;+Falsification/Fabrication of Image;+Investigation by Company/Institution;+Unreliable Data;,1
2018,+Author Unresponsive;+Falsification/Fabrication of Image;+Investigation by Company/Institution;+Unreliable Results;+Upgrade/Update of Prior Notice;,1
2018,+Author Unresponsive;+Falsification/Fabrication of Image;+Investigation by Journal/Publisher;,1
2018,+Author Unresponsive;+Investigation by Journal/Publisher;+Manipulation of Images;,1
2018,+Bias Issues or Lack of Balance;,1
2018,+Bias Issues or Lack of Balance;+Criminal Proceedings;+Ethical Violations by Author;+Falsification/Fabrication of Results;+Investigation by Company/Institution;+Lack of IRB/IACUC Approval;,1
2018,+Breach of Policy by Author;+Date of Retraction/Other Unknown;+Notice - Limited or No Information;,1
2018,+Breach of Policy by Author;+False Affiliation;+False/Forged Authorship;+Investigation by Journal/Publisher;+Upgrade/Update of Prior Notice;,1
2018,+Cites Retracted Work;,1
2018,+Cites Retracted Work;+Concerns/Issues About Authorship/Affiliation;+Concerns/Issues about Referencing/Attributions;+Plagiarism of Article;+Retract and Replace;,1
2018,+Cites Retracted Work;+Duplication of Data;,1
2018,+Cites Retracted Work;+Error in Text;,1
2018,+Cites Retracted Work;+False/Forged Authorship;+Investigation by Company/Institution;+Investigation by Third Party;+Misconduct - Official Investigation/Finding;+Misconduct by Author;+Updated to Retraction;,1
2018,+Cites Retracted Work;+Falsification/Fabrication of Data;+Falsification/Fabrication of Image;+Investigation by Company/Institution;+Misconduct - Official Investigation/Finding;+Misconduct by Author;+Upgrade/Update of Prior Notice;,1
2018,+Cites Retracted Work;+Investigation by Company/Institution;+Misconduct - Official Investigation/Finding;+Misconduct by Third Party;,1
2018,+Cites Retracted Work;+Investigation by Journal/Publisher;+Investigation by Third Party;+Misconduct by Author;,1
2018,+Cites Retracted Work;+Unreliable Data;+Unreliable Results;,1
2018,+Complaints about Author;+Concerns/Issues About Authorship/Affiliation;+Concerns/Issues about Referencing/Attributions;+Ethical Violations by Author;,1
2018,+Complaints about Author;+Concerns/Issues About Data;+Error in Data;+Error in Results and/or Conclusions;+Upgrade/Update of Prior Notice;,1
2018,+Complaints about Author;+Copyright Claims;+Objections by Third Party;,1
2018,+Concerns/Issues About Authorship/Affiliation;+Concerns/Issues About Data;+Concerns/Issues About Image;+Concerns/Issues About Results;,1
2018,+Concerns/Issues About Authorship/Affiliation;+Concerns/Issues About Data;+Concerns/Issues About Results;+Investigation by Company/Institution;+Misconduct - Official Investigation/Finding;+Misconduct by Author;+Updated to Retraction;,1
2018,+Concerns/Issues About Authorship/Affiliation;+Concerns/Issues About Data;+Concerns/Issues about Referencing/Attributions;,1
2018,+Concerns/Issues About Authorship/Affiliation;+Concerns/Issues About Data;+Lack of IRB/IACUC Approval;+Objections by Author(s);,1
2018,+Concerns/Issues About Authorship/Affiliation;+Concerns/Issues about Referencing/Attributions;+Copyright Claims;+Lack of Approval from Third Party;,1
2018,+Concerns/Issues About Authorship/Affiliation;+Conflict of Interest;,1
2018,+Concerns/Issues About Authorship/Affiliation;+Conflict of Interest;+Fake Peer Review;+Investigation by Journal/Publisher;,1
2018,+Concerns/Issues About Authorship/Affiliation;+Copyright Claims;+Date of Retraction/Other Unknown;+Lack of Approval from Company/Institution;,1
2018,+Concerns/Issues About Authorship/Affiliation;+Duplication of Article;+Lack of Approval from Author;,1
2018,+Concerns/Issues About Authorship/Affiliation;+Error by Journal/Publisher;,1
2018,+Concerns/Issues About Authorship/Affiliation;+Error in Analyses;+Error in Data;+Error in Results and/or Conclusions;,1
2018,+Concerns/Issues About Authorship/Affiliation;+Fake Peer Review;,1
2018,+Concerns/Issues About Authorship/Affiliation;+False Affiliation;+Lack of Approval from Company/Institution;+Objections by Company/Institution;+Plagiarism of Data;,1
